Match_ID,Season,Match_Date,Venue,City,Team_1,Team_2,Toss_Winner,Toss_Decision,First_Innings_Runs,First_Innings_Wickets,Second_Innings_Runs,Second_Innings_Wickets,Powerplay_Runs_T1,Powerplay_Runs_T2,Death_Overs_Runs_T1,Death_Overs_Runs_T2,Top_Batsman_T1,Top_Batsman_T1_Runs,Top_Batsman_T2,Top_Batsman_T2_Runs,Best_Bowler_T1,Best_Bowler_T1_Wickets,Best_Bowler_T2,Best_Bowler_T2_Wickets,Winner,Winning_Margin,Player_of_Match,Pitch_Type,Weather,Head_to_Head_T1_Wins,Head_to_Head_T2_Wins
d3950d51-f937-4d17-90ae-0859298d104b,2024,Apr 21,Lucknow Cricket Stadium,Lucknow,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,Bat,176,8,179,2,55,60,50,65,KL Rahul,82,Ravindra Jadeja,57,Yash Thakur,3,Matheesha Pathirana,1,Lucknow Super Giants,8 wickets,KL Rahul,Balanced,Clear,3,3
f6bdbc5c-8653-47f1-a66c-4bf55884e71f,2024,Apr 21,Maharaja Yadavindra Singh International Cricket Stadium,Mohali,Punjab Kings,Gujarat Titans,Gujarat Titans,Bowl,142,10,146,7,40,45,35,40,Prabhsimran Singh,35,Sai Sudharsan,31,Harshal Patel,3,Rashid Khan,1,Gujarat Titans,3 wickets,Sai Sudharsan,Batting Friendly,Clear,17,17
62bceb3d-6004-466e-8686-4d5041c5982c,2024,Apr 22,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Bat,179,6,179,9,55,60,52,55,Riyan Parag,54,Tilak Varma,65,Yuzvendra Chahal,2,Jasprit Bumrah,3,Rajasthan Royals,Tie (RR won Super Over),Riyan Parag,Batting Friendly,Clear,16,14
8885f5ea-74bc-47d9-9eb0-55eb8740ad49,2024,Apr 23,MA Chidambaram Stadium,Chennai,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,Bowl,210,4,213,4,68,70,65,65,Ruturaj Gaikwad,108,Marcus Stoinis,124,Matheesha Pathirana,1,Ravi Bishnoi,1,Lucknow Super Giants,6 wickets,Marcus Stoinis,Spin Friendly,Clear,3,4
46d381e9-56e6-40fb-b733-85bb350521b8,2024,Apr 24,Arun Jaitley Stadium,Delhi,Delhi Capitals,Gujarat Titans,Delhi Capitals,Bat,224,4,220,8,72,68,65,60,Rishabh Pant,88,Sai Sudharsan,65,Kuldeep Yadav,3,Noor Ahmad,2,Delhi Capitals,4 runs,Rishabh Pant,Batting Friendly,Clear,2,2
5a7bf765-1dd8-4e07-8c52-de152c6b5182,2024,Apr 25,Rajiv Gandhi International Stadium,Hyderabad,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Bowl,206,7,200,7,62,65,60,55,Heinrich Klaasen,67,Virat Kohli,42,T Natarajan,2,Karn Sharma,2,Sunrisers Hyderabad,25 runs,Heinrich Klaasen,Batting Friendly,Clear,12,11
6627acc7-e6b6-4efe-8fd4-dc801602c2e7,2024,Apr 26,Eden Gardens,Kolkata,Kolkata Knight Riders,Punjab Kings,Punjab Kings,Bowl,261,6,262,2,76,80,75,70,Phil Salt,75,Jonny Bairstow,108,Andre Russell,2,Harshal Patel,2,Punjab Kings,8 wickets,Jonny Bairstow,Batting Friendly,Clear,16,12
19bdffd7-bf2a-4d02-bb8c-9aceb37e1e90,2024,Apr 27,Arun Jaitley Stadium,Delhi,Delhi Capitals,Mumbai Indians,Mumbai Indians,Bowl,257,4,247,9,78,75,70,65,Jake Fraser-McGurk,84,Tilak Varma,63,Rasikh Salam,3,Jasprit Bumrah,3,Delhi Capitals,10 runs,Jake Fraser-McGurk,Batting Friendly,Clear,16,17
f299d790-62de-4b87-8921-736650eafd45,2024,Apr 27,Lucknow Cricket Stadium,Lucknow,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,Bowl,196,5,199,3,60,65,60,60,KL Rahul,76,Sanju Samson,71,Yash Thakur,3,Avesh Khan,2,Rajasthan Royals,7 wickets,Sanju Samson,Balanced,Clear,2,3
456d4c0b-2649-41b1-8686-a1d721d05aa2,2024,Apr 28,MA Chidambaram Stadium,Chennai,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Bat,212,3,134,10,70,40,65,35,Ruturaj Gaikwad,98,Aiden Markram,32,Tushar Deshpande,4,Pat Cummins,1,Chennai Super Kings,78 runs,Ruturaj Gaikwad,Spin Friendly,Clear,20,10
d6ef6ede-f12c-4a4c-bd70-eddfa697d2c7,2024,Apr 28,M Chinnaswamy Stadium,Bengaluru,Royal Challengers Bengaluru,Gujarat Titans,Gujarat Titans,Bowl,241,5,245,4,70,75,70,65,Virat Kohli,92,Sai Sudharsan,84,Mohammed Siraj,2,Rashid Khan,1,Gujarat Titans,4 wickets,Sai Sudarsan,Batting Friendly,Clear,2,3
4a3e6fd0-27dc-4bd5-9931-4b3f002b0397,2024,Apr 29,Eden Gardens,Kolkata,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Bat,272,7,166,10,80,45,70,40,Shreyas Iyer,54,Rishabh Pant,55,Varun Chakravarthy,3,Khaleel Ahmed,2,Kolkata Knight Riders,106 runs,Varun Chakravarthy,Batting Friendly,Clear,17,16
688b9eb7-901e-4d47-83ac-6012ee2fa901,2024,Apr 30,Lucknow Cricket Stadium,Lucknow,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,Bowl,168,6,170,6,52,58,50,55,Nicholas Pooran,75,Ishan Kishan,69,Ravi Bishnoi,2,Nuwan Thushara,3,Mumbai Indians,4 wickets,Ishan Kishan,Balanced,Clear,3,3
866dfc36-7335-4b5a-908a-f7bc470a5abf,2024,May 1,MA Chidambaram Stadium,Chennai,Chennai Super Kings,Punjab Kings,Punjab Kings,Bowl,162,7,163,3,50,55,50,60,Ruturaj Gaikwad,62,Jonny Bairstow,46,Simarjeet Singh,2,Harpreet Brar,2,Punjab Kings,7 wickets,Jonny Bairstow,Spin Friendly,Clear,20,13
955b6286-af35-4770-9cc7-a6421308fb77,2024,May 2,Rajiv Gandhi International Stadium,Hyderabad,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Bowl,201,3,200,7,60,65,65,60,Nitish Reddy,76,Riyan Parag,77,T Natarajan,2,Avesh Khan,2,Sunrisers Hyderabad,1 run,Nitish Reddy,Batting Friendly,Clear,12,14
4487773a-e3ba-44c3-9fae-e1183d0b3f72,2024,May 3,Arun Jaitley Stadium,Delhi,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,Bowl,153,9,157,3,48,55,45,50,Kuldeep Yadav,35,Phil Salt,68,Rasikh Salam,2,Varun Chakravarthy,3,Kolkata Knight Riders,7 wickets,Varun Chakravarthy,Batting Friendly,Clear,16,17
b102e5e8-163c-4f94-a659-ebe185f0e04a,2024,May 4,M Chinnaswamy Stadium,Bengaluru,Royal Challengers Bengaluru,Gujarat Titans,Royal Challengers Bengaluru,Bat,241,5,245,4,70,75,70,65,Virat Kohli,92,Sai Sudharsan,84,Mohammed Siraj,2,Rashid Khan,1,Gujarat Titans,4 wickets,Sai Sudharsan,Batting Friendly,Clear,12,12
c2aca407-d6aa-4015-8952-7aa134425bd0,2024,May 4,Lucknow Cricket Stadium,Lucknow,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,Bat,144,6,145,6,45,50,40,45,Marcus Stoinis,62,Ishan Kishan,36,Naveen-ul-Haq,3,Jasprit Bumrah,1,Mumbai Indians,4 wickets,Ishan Kishan,Balanced,Clear,3,4
679a3194-3993-40fc-b87b-64d0d2325bfd,2024,May 5,MA Chidambaram Stadium,Chennai,Chennai Super Kings,Punjab Kings,Chennai Super Kings,Bat,167,9,139,9,52,48,45,40,Ruturaj Gaikwad,55,Prabhsimran Singh,30,Simarjeet Singh,4,Harpreet Brar,2,Chennai Super Kings,28 runs,Simarjeet Singh,Spin Friendly,Clear,21,13
5b4b19c4-a8ef-4e62-8ea2-3ed5487b1f1f,2024,May 5,Eden Gardens,Kolkata,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,Bat,235,6,137,10,65,40,70,45,Sunil Narine,81,Marcus Stoinis,36,Harshit Rana,3,Ravi Bishnoi,1,Kolkata Knight Riders,98 runs,Sunil Narine,Batting Friendly,Clear,4,1
37872c71-32e7-4256-964b-eeaa37fc8382,2024,May 6,Arun Jaitley Stadium,Delhi,Delhi Capitals,Rajasthan Royals,Delhi Capitals,Bat,221,8,201,8,68,62,60,55,Jake Fraser-McGurk,50,Sanju Samson,86,Kuldeep Yadav,2,Ravichandran Ashwin,3,Delhi Capitals,20 runs,Jake Fraser-McGurk,Batting Friendly,Clear,14,14
db6e2b7e-55fe-424d-b4d2-16abad9c89ed,2024,May 8,Rajiv Gandhi International Stadium,Hyderabad,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,Bat,165,10,166,6,50,55,45,50,Heinrich Klaasen,29,Ayush Badoni,55,Bhuvneshwar Kumar,2,Naveen-ul-Haq,2,Lucknow Super Giants,4 wickets,Ayush Badoni,Batting Friendly,Clear,2,2
2742eb4d-66f2-44fe-a7b1-7b1b1705718d,2024,May 9,Maharaja Yadavindra Singh International Cricket Stadium,Mohali,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Bowl,176,6,180,6,50,58,60,55,Shashank Singh,37,Virat Kohli,92,Harshal Patel,3,Swapnil Singh,2,Royal Challengers Bengaluru,4 wickets,Virat Kohli,Batting Friendly,Clear,16,17
021b1f3f-3e0b-4f94-b0f0-ce30c2b1c89b,2024,May 10,Wankhede Stadium,Mumbai,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,Bowl,173,8,174,3,52,58,50,60,Suryakumar Yadav,102,Travis Head,48,Piyush Chawla,3,Pat Cummins,2,Sunrisers Hyderabad,7 wickets,Suryakumar Yadav,Batting Friendly,Clear,11,10
37184f93-6a1a-486c-907b-c796958808a6,2024,May 11,M Chinnaswamy Stadium,Bengaluru,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,Bowl,187,9,140,10,55,40,50,35,Virat Kohli,27,Axar Patel,57,Yash Dayal,3,Rasikh Salam,2,Royal Challengers Bengaluru,47 runs,Yash Dayal,Batting Friendly,Clear,18,17
0b65b5aa-5f04-44ca-a5dd-495afb54a0e3,2024,May 12,Narendra Modi Stadium,Ahmedabad,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,Bowl,163,8,166,7,48,55,50,50,Sai Sudharsan,36,Rahmanullah Gurbaz,39,Rashid Khan,2,Harshit Rana,2,Kolkata Knight Riders,3 wickets,Rahmanullah Gurbaz,Balanced,Clear,2,2
5229f774-f719-466a-a414-01ff48fa8726,2024,May 12,MA Chidambaram Stadium,Chennai,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Bowl,141,5,145,6,42,45,40,40,Ruturaj Gaikwad,47,Riyan Parag,47,Simarjeet Singh,3,Ravichandran Ashwin,2,Rajasthan Royals,4 wickets,Riyan Parag,Spin Friendly,Clear,15,14
092b0218-c918-4950-aab4-6357c677ab0f,2024,May 13,Arun Jaitley Stadium,Delhi,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,Bowl,208,4,189,9,65,60,60,55,Tristan Stubbs,57,Nicholas Pooran,61,Ishant Sharma,3,Ravi Bishnoi,2,Delhi Capitals,19 runs,Tristan Stubbs,Batting Friendly,Clear,3,3
3d4d7cbb-c404-452a-ae7a-8d0cb71bea99,2024,May 14,Rajiv Gandhi International Stadium,Hyderabad,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,Bowl,241,3,247,7,72,78,70,65,Travis Head,89,Sai Sudarsan,45,Pat Cummins,2,Rashid Khan,1,Gujarat Titans,7 wickets,Sai Sudarsan,Batting Friendly,Clear,2,2
a2a090f7-ccc2-4792-880e-91a2e6ce5f24,2024,May 15,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Punjab Kings,Punjab Kings,Bowl,144,9,148,5,40,48,40,45,Riyan Parag,48,Sam Curran,63,Yuzvendra Chahal,2,Harshal Patel,2,Punjab Kings,5 wickets,Sam Curran,Batting Friendly,Clear,14,14
358a04a5-b34f-444f-925b-22684f36240d,2024,May 16,Rajiv Gandhi International Stadium,Hyderabad,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,Bat,158,6,162,2,48,55,45,60,Nitish Reddy,64,Shubman Gill,36,Pat Cummins,2,Rashid Khan,1,Gujarat Titans,8 wickets,Shubman Gill,Batting Friendly,Clear,2,3
a325e059-4da0-417a-8116-8bb43650ef66,2024,May 17,Wankhede Stadium,Mumbai,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Bat,169,10,145,8,50,48,45,40,Ishan Kishan,42,Venkatesh Iyer,21,Jasprit Bumrah,2,Varun Chakravarthy,2,Mumbai Indians,24 runs,Jasprit Bumrah,Batting Friendly,Clear,23,10
9b481fe5-47ac-4167-91a5-13fcfcb31a30,2024,May 18,M Chinnaswamy Stadium,Bengaluru,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,Bowl,218,5,191,7,62,60,60,55,Virat Kohli,47,Ravindra Jadeja,42,Yash Dayal,2,Tushar Deshpande,1,Royal Challengers Bengaluru,27 runs,Virat Kohli,Batting Friendly,Clear,14,21
